worked,income,threepluskids,educ,boy1st,boy2nd,black,hisp,othrace,age,agefirstbirth
1,8092.314,1,11,0,0,0,1,0,30,18
1,4208.8428,0,13,0,1,1,0,0,28,17
1,17853.471,0,14,0,0,0,1,0,27,21
1,10.495868,1,8,0,1,0,0,1,32,17
1,850.16528,0,12,1,0,1,0,0,25,21
1,11555.95,1,13,0,1,0,1,0,28,19
1,10506.363,0,14,1,1,0,0,0,29,19
0,0,0,14,0,0,0,0,1,31,26
0,0,1,12,1,1,0,0,0,32,21
0,0,0,12,1,0,0,0,0,31,26
0,0,0,16,0,1,0,0,0,32,24
0,0,0,0,1,1,0,0,0,26,21
0,0,1,12,1,0,1,0,0,29,20
0,0,0,12,0,1,1,0,0,26,19
1,31498.1,1,19,0,0,0,0,0,32,24
1,20750.33,1,14,0,0,0,0,0,35,22
1,14704.711,0,12,0,0,0,0,1,31,17
1,16803.885,0,12,1,0,0,0,0,28,19
1,6454.9585,0,12,1,0,0,0,0,28,20
1,17853.471,0,13,0,0,0,0,0,27,19
0,0,1,13,1,1,0,1,0,31,19
0,0,0,12,1,1,0,1,0,31,20
1,10506.363,1,6,0,0,0,0,1,34,19
1,5405.3721,0,12,1,1,0,0,0,26,19
0,0,1,13,0,1,0,0,1,25,19
1,16803.885,0,12,0,0,0,0,0,29,16
1,21002.23,0,16,1,1,0,0,1,31,25
1,3033.3057,0,13,0,0,0,0,0,35,20
1,33597.273,0,12,0,0,0,0,0,31,22
0,0,0,12,1,0,0,0,0,30,25
1,3159.2561,1,12,0,0,0,0,0,34,23
1,7063.7192,1,9,0,0,0,1,0,30,20
1,8029.3389,0,12,1,1,0,0,0,34,21
1,17853.471,1,9,0,1,0,0,0,35,17
1,3789.0083,1,14,0,0,0,0,0,29,23
0,0,1,11,1,1,0,0,0,33,17
0,0,0,12,0,1,0,0,0,27,18
1,7063.7192,0,12,0,0,0,0,0,33,26
0,0,0,12,1,1,0,0,0,27,19
1,21002.23,0,13,0,1,0,0,0,32,21
0,0,0,11,0,0,0,0,1,23,18
1,1060.0826,1,4,1,0,0,1,0,26,19
0,0,1,12,0,0,0,0,0,30,18
0,0,1,17,1,1,0,0,0,28,23
1,3159.2561,0,13,1,0,0,0,0,31,23
0,0,0,11,1,0,0,0,0,32,18
0,0,1,7,1,0,0,0,0,26,16
1,21002.23,0,14,0,1,0,0,0,31,22
1,12605.537,0,12,0,1,0,0,0,35,18
0,0,0,11,0,0,0,1,0,25,19
1,12605.537,1,13,0,1,0,1,0,33,22
1,13403.223,1,9,1,1,0,0,0,24,18
0,0,0,16,0,0,0,0,0,34,24
1,871.15704,0,13,1,0,0,0,0,33,25
1,0,0,14,0,1,0,0,0,34,20
1,12605.537,0,12,0,0,0,0,0,31,18
0,0,0,11,0,1,0,0,0,25,20
1,6958.7603,0,14,1,0,0,1,0,31,20
1,6308.0166,0,12,1,1,0,0,0,28,19
1,4208.8428,0,12,1,0,0,0,0,32,21
1,2529.5042,1,9,1,1,0,0,0,28,19
1,2529.5042,1,12,1,1,0,0,0,34,20
0,0,0,16,0,0,0,0,0,34,24
0,0,0,14,1,1,0,0,0,30,24
0,0,1,6,0,0,0,0,0,35,21
1,48291.488,0,15,1,0,0,0,0,33,26
0,0,1,12,0,1,0,0,0,27,19
1,23185.371,0,14,1,1,0,0,0,32,22
0,0,0,12,1,1,0,0,0,33,22
1,11555.95,1,3,1,0,0,1,0,21,16
1,4208.8428,0,14,1,0,0,0,0,32,26
1,2193.6365,1,9,1,0,0,0,0,26,17
1,6308.0166,0,13,1,0,0,0,0,32,22
1,535.28925,0,13,0,1,0,0,0,32,22
0,0,1,16,0,1,0,0,0,26,21
0,0,1,11,1,1,0,1,0,31,18
1,18672.148,0,7,0,1,0,0,0,33,21
0,0,1,0,0,0,0,0,1,28,16
1,4208.8428,1,12,1,1,0,0,0,31,19
0,0,0,12,1,0,0,0,0,30,19
1,6433.9668,0,10,1,0,0,0,1,26,16
0,0,0,13,1,1,0,0,0,25,20
1,7357.6035,0,13,0,0,0,0,0,31,23
1,9855.6201,1,15,0,0,0,1,0,33,22
0,0,0,12,0,0,0,0,0,30,20
0,0,0,14,0,1,0,0,0,30,20
1,4922.562,1,16,0,1,0,0,0,33,25
1,8407.1904,0,13,0,0,0,0,0,33,22
0,0,1,13,1,1,0,0,0,28,23
0,0,0,13,0,0,0,0,0,31,21
1,7357.6035,0,12,1,1,0,0,0,28,18
0,0,0,12,1,1,0,0,0,32,24
0,0,0,12,1,1,0,0,0,35,23
1,14494.793,0,13,1,0,0,0,0,28,19
0,0,1,12,1,1,0,0,0,31,21
0,0,1,12,0,0,0,0,0,33,22
1,2298.595,1,9,1,1,0,0,1,24,21
1,8407.1904,0,12,1,0,0,0,0,31,19
1,12605.537,1,5,1,1,0,0,0,35,23
1,4208.8428,0,6,1,1,0,0,0,24,19
0,0,1,12,0,0,0,0,0,29,21
0,0,0,12,0,1,0,1,0,27,21
1,10086.529,1,9,0,0,0,0,1,29,17
1,52489.836,0,12,0,1,0,0,0,35,27
1,2949.3389,1,9,0,0,0,0,0,33,17
0,0,1,12,1,1,0,1,0,32,22
1,6308.0166,0,13,1,0,0,1,0,33,23
1,9456.7773,1,9,1,0,0,0,0,32,17
0,0,1,10,1,0,0,1,0,33,16
0,0,1,12,1,1,0,0,0,25,18
1,25620.414,0,14,1,1,0,0,1,33,28
0,0,1,12,1,1,0,0,0,25,18
0,0,0,12,1,0,0,0,0,24,20
0,0,1,18,1,0,0,0,0,31,24
0,0,0,13,1,1,0,0,0,33,23
1,28559.256,0,13,1,0,0,0,0,31,19
1,6308.0166,0,13,1,0,0,0,0,31,23
0,0,1,12,0,1,0,0,0,33,21
1,21002.23,0,13,0,0,0,0,0,31,20
0,0,1,14,1,1,0,0,0,34,23
0,0,1,14,0,0,0,0,0,27,22
0,0,0,12,0,0,0,0,0,34,24
1,12605.537,1,12,0,1,0,0,0,33,22
1,14704.711,0,12,1,0,0,0,0,31,16
1,12605.537,0,12,1,1,0,0,0,31,23
1,10506.363,0,12,0,0,0,0,0,29,23
0,0,1,12,1,1,0,0,0,21,17
0,0,0,16,1,1,0,0,0,32,22
0,0,1,8,1,0,0,0,0,35,19
1,9834.6279,1,7,0,1,0,0,0,32,19
1,16803.885,0,17,0,1,0,0,0,34,21
0,0,1,12,1,1,0,0,0,25,19
1,3117.2727,0,16,1,0,0,0,0,30,26
1,1270,0,11,0,0,0,0,0,26,18
1,4859.5869,0,13,1,1,0,0,0,31,25
0,0,0,17,1,1,0,0,0,32,25
0,0,0,6,0,0,0,0,0,27,20
1,18819.092,0,12,1,0,0,0,0,34,19
1,5573.3057,0,12,0,0,0,1,0,28,20
1,7357.6035,0,14,1,0,0,0,0,34,18
0,0,0,12,0,1,0,0,0,24,18
0,0,0,14,1,1,0,0,0,35,19
1,7945.3721,0,13,0,0,0,1,0,29,22
1,2109.6694,0,13,0,0,0,0,0,26,21
0,0,0,12,1,1,0,0,0,28,19
1,14704.711,0,12,1,0,0,0,0,33,18
0,0,0,12,1,0,0,0,0,30,20
0,0,1,8,1,1,0,0,0,28,18
0,0,1,12,0,1,0,0,0,29,23
1,7063.7192,1,4,1,0,0,1,0,35,26
0,0,1,3,0,0,0,1,0,27,22
1,829.17358,1,13,1,1,0,0,0,32,22
0,0,0,12,1,0,0,0,0,35,19
0,0,1,12,0,1,0,0,0,25,19
1,21002.23,1,13,0,0,0,0,0,35,18
1,14704.711,0,17,1,0,0,1,0,34,25
0,0,0,12,1,0,0,0,0,31,22
0,0,1,11,1,1,0,0,0,35,24
1,16174.132,0,13,1,1,0,0,0,32,22
1,0,0,9,0,1,0,0,1,34,24
1,5258.4297,1,13,0,0,0,0,0,27,21
1,45940.414,0,14,0,1,0,0,0,28,22
0,0,0,14,0,1,0,0,1,31,20
0,0,0,12,1,1,0,0,0,28,21
0,0,1,12,0,0,0,0,0,34,30
1,26670,0,13,0,1,0,0,0,32,20
0,0,0,12,0,0,0,0,0,31,20
1,8197.2725,0,13,0,0,0,0,0,31,25
1,7987.3555,0,12,0,1,0,0,0,31,17
1,2109.6694,0,13,1,0,0,0,0,24,20
1,220.41322,0,12,0,0,0,1,0,33,21
0,0,0,19,1,1,0,0,0,30,20
1,1584.876,0,11,1,1,0,0,0,25,20
1,34310.992,0,14,0,0,0,0,0,33,23
0,0,0,13,1,1,0,0,0,28,22
1,1479.9174,0,12,1,0,0,0,0,27,19
1,6308.0166,1,13,0,1,0,1,0,35,21
0,0,1,12,1,1,0,0,0,33,22
1,23101.404,1,16,0,0,0,0,0,32,22
1,18483.223,0,12,1,0,0,0,0,28,16
1,11409.008,0,12,1,0,0,1,0,31,20
1,6727.8511,0,10,0,0,0,1,0,31,17
1,3075.2893,0,13,0,0,0,0,0,35,21
0,0,0,15,0,1,0,0,0,35,27
1,0,0,12,0,1,0,0,0,34,18
0,0,0,12,0,0,0,0,0,26,20
0,0,1,12,1,0,0,0,0,31,18
0,0,0,12,1,0,0,0,0,29,20
1,15124.546,0,12,1,1,0,0,0,31,19
1,4208.8428,1,12,1,0,0,1,0,35,20
1,14704.711,0,12,1,0,0,0,0,33,17
0,0,1,5,1,0,0,0,0,25,16
1,472.31406,0,12,0,1,0,0,0,34,19
0,0,1,20,1,0,0,0,0,25,16
0,0,0,12,0,0,0,0,0,28,19
0,0,0,12,0,1,0,0,0,27,19
1,33597.273,0,14,1,1,0,0,0,31,17
1,1689.8347,1,16,0,1,0,0,0,32,23
1,15985.207,1,12,0,0,0,0,0,33,19
1,2109.6694,0,12,1,0,0,0,0,27,19
1,3075.2893,0,16,0,0,0,0,0,35,27
0,0,1,12,0,0,0,0,0,31,18
1,2487.5208,1,7,1,0,0,0,0,29,23
1,12605.537,1,10,1,0,0,1,0,27,17
1,24371.404,0,15,0,1,0,0,0,31,21
1,52489.836,0,12,1,1,0,0,0,28,20
0,0,0,12,0,1,0,0,0,25,16
0,0,1,10,1,1,0,0,0,34,18
1,1542.8926,0,12,0,0,0,0,0,29,22
0,0,0,12,0,1,0,0,0,26,22
0,0,0,12,0,0,0,0,0,31,26
0,0,1,17,1,0,0,0,0,29,23
1,955.12396,0,7,1,0,0,1,0,30,26
0,0,0,12,0,1,0,0,0,34,24
1,2004.7107,1,13,0,0,0,0,0,32,23
0,0,0,12,1,0,0,0,0,31,23
0,0,0,15,0,0,0,0,0,31,20
0,0,0,11,0,0,0,0,0,28,19
0,0,1,13,0,0,0,0,0,29,19
1,7882.3965,0,16,0,1,0,0,0,32,26
0,0,0,12,0,1,0,0,0,27,21
0,0,1,13,0,1,0,0,0,34,19
0,0,0,11,0,0,0,1,0,30,21
1,1899.7521,1,4,0,1,0,1,0,27,17
0,0,1,12,1,0,0,0,0,33,18
0,0,1,12,1,1,0,0,0,28,22
1,10506.363,0,15,1,1,0,0,0,33,26
1,6308.0166,0,12,1,1,0,0,0,32,19
0,0,1,8,1,1,0,0,0,32,20
1,1689.8347,1,12,1,0,0,0,0,33,24
1,745.2066,0,13,1,1,0,0,0,31,20
1,8407.1904,1,12,0,0,0,0,0,33,18
1,3159.2561,0,13,0,0,0,0,0,26,18
1,4250.8267,1,18,0,1,0,0,0,31,23
0,0,1,13,0,1,0,0,0,30,20
1,22177.77,0,12,1,1,0,0,0,31,18
0,0,1,12,1,0,0,0,0,32,23
1,16803.885,0,13,0,1,0,0,0,24,20
1,5573.3057,0,12,1,1,0,0,0,24,19
1,29398.926,0,12,0,0,0,0,0,28,22
0,0,1,14,0,1,0,0,0,34,22
0,0,0,12,1,1,0,0,0,29,19
1,23185.371,0,12,1,1,0,0,0,27,20
1,0,1,12,1,1,0,0,0,25,17
0,0,0,12,0,0,0,0,0,35,21
0,0,1,12,0,0,0,0,0,29,22
0,0,1,9,1,1,0,1,0,28,21
0,0,0,12,1,0,0,0,0,29,16
0,0,0,8,1,0,0,0,0,31,15
0,0,0,12,1,1,0,0,0,30,19
1,20750.33,0,12,0,1,0,1,0,27,19
1,16803.885,0,12,0,0,0,0,0,23,17
1,5888.1816,0,13,0,0,0,0,0,32,19
1,6308.0166,1,2,1,1,0,0,0,34,18
0,0,0,10,1,0,0,0,0,21,17
0,0,0,9,0,0,0,0,0,32,15
0,0,0,12,0,1,0,0,0,34,24
0,0,0,12,0,1,0,0,0,32,20
0,0,1,16,0,0,0,0,0,34,25
0,0,1,12,1,1,0,0,0,29,21
1,2739.4214,1,12,1,0,0,0,0,22,18
0,0,0,11,0,1,0,0,0,28,18
0,0,0,12,0,0,0,0,0,26,21
1,388.34711,0,12,0,1,0,0,0,34,17
0,0,0,12,1,1,0,0,0,29,21
1,2319.5867,1,8,1,0,0,1,0,35,17
1,14704.711,0,14,1,0,0,0,0,32,19
0,0,0,10,1,0,0,0,0,25,18
0,0,1,12,0,1,0,0,0,32,21
1,73.471077,0,14,0,1,0,0,0,27,23
0,0,1,12,0,0,0,0,0,35,20
0,0,0,13,1,1,0,0,0,26,20
0,0,0,12,0,1,0,0,0,35,20
0,0,0,12,0,0,0,0,0,30,21
1,0,0,12,0,0,0,0,0,26,17
1,4208.8428,1,12,1,0,0,0,0,30,19
1,9582.7275,0,13,1,1,0,1,0,34,23
1,4103.8843,0,14,1,1,0,0,0,26,20
1,0,1,14,0,0,0,0,0,34,25
1,16803.885,1,11,0,0,0,0,0,28,17
0,0,0,12,1,0,0,0,0,26,20
1,10506.363,0,10,1,0,0,0,0,24,15
1,2214.6282,0,12,0,1,0,0,0,22,20
0,0,1,12,0,0,0,0,0,26,17
1,6308.0166,1,14,1,1,0,0,0,35,20
1,6350,0,13,0,0,0,0,0,34,22
1,3956.9421,0,12,1,0,0,0,0,34,25
0,0,0,15,0,0,0,0,0,30,23
1,2886.3635,0,12,1,1,0,0,0,30,22
0,0,1,14,1,0,0,0,0,33,24
1,6308.0166,1,0,0,1,0,0,0,35,19
1,10170.496,1,12,0,1,0,0,0,31,24
1,3789.0083,0,18,1,0,0,0,0,34,24
1,3998.9255,0,12,0,1,0,0,0,27,18
1,13424.215,0,6,0,1,0,1,0,35,19
0,0,0,12,1,1,0,0,0,26,21
0,0,0,13,1,0,0,0,0,30,23
1,20918.264,0,14,0,1,0,0,0,32,21
0,0,0,12,0,0,0,1,0,28,19
1,27299.752,1,10,0,1,0,0,0,33,18
1,12605.537,0,16,1,1,0,0,0,34,26
1,1689.8347,1,12,0,0,0,0,0,33,19
0,0,0,12,1,1,0,0,0,28,17
1,1794.7933,0,9,1,1,0,0,0,25,16
1,4208.8428,0,12,1,0,0,0,0,26,18
1,23521.24,0,14,1,0,1,0,0,25,18
0,0,1,12,1,0,0,0,0,29,26
0,0,0,13,1,1,0,0,0,23,18
0,0,1,11,1,0,0,0,0,34,20
0,0,0,12,0,1,0,0,0,32,20
1,6308.0166,0,10,1,1,0,0,0,32,17
1,4208.8428,0,8,0,0,0,0,0,30,18
0,0,1,12,0,0,0,0,0,29,19
1,1060.0826,0,11,1,0,0,0,0,32,17
1,3369.1736,1,6,0,1,0,0,0,25,18
1,31498.1,1,13,0,1,1,0,0,31,21
1,21002.23,1,14,0,0,0,0,0,30,25
1,4922.562,0,12,0,0,0,0,0,25,20
0,0,0,12,0,0,0,0,0,31,17
1,10506.363,1,12,0,0,0,0,0,34,21
0,0,1,12,0,1,0,0,0,25,20
1,10086.529,0,11,0,1,0,0,0,23,18
1,8407.1904,0,11,0,0,0,0,0,29,18
1,14704.711,0,14,1,1,0,0,0,35,22
0,0,1,12,0,0,0,0,0,32,19
0,0,1,12,1,0,0,0,0,27,19
1,9246.8594,1,12,1,0,0,0,0,32,17
1,0,0,12,1,0,0,0,0,28,21
1,1395.9504,1,12,0,0,0,0,0,33,16
1,25200.578,0,13,0,0,0,0,0,31,20
1,9456.7773,0,14,0,1,0,0,0,27,23
1,7273.6362,0,12,0,0,0,0,0,31,18
0,0,0,10,0,0,0,0,0,28,18
1,8407.1904,0,12,0,0,0,0,0,30,24
0,0,1,6,0,0,0,0,1,21,17
1,18903.059,0,12,0,1,0,0,0,27,18
1,3768.0166,0,13,0,0,0,0,0,35,22
0,0,0,13,1,0,0,0,0,28,22
0,0,0,12,1,0,0,0,0,35,24
1,5048.5122,0,12,0,1,0,0,0,24,18
1,16803.885,0,9,0,1,0,0,0,21,17
1,7357.6035,0,12,1,0,0,0,0,35,18
1,25200.578,0,12,1,0,0,0,0,32,23
1,20204.545,1,13,1,1,0,0,0,30,24
1,18903.059,0,12,0,1,0,0,0,31,22
0,0,0,13,1,0,0,0,0,27,23
0,0,1,14,0,0,0,0,0,24,21
1,22681.57,0,12,1,1,0,0,0,29,18
0,0,1,4,1,0,0,0,0,30,19
1,1584.876,0,12,0,0,0,0,0,29,19
1,15124.546,0,14,1,1,0,0,0,31,18
0,0,1,12,0,0,0,0,0,31,19
1,4922.562,0,13,1,1,0,0,0,34,19
0,0,1,14,1,1,0,0,0,23,18
0,0,1,13,1,1,0,0,0,30,22
1,28874.133,0,12,1,1,0,0,0,32,21
0,0,0,12,1,1,0,0,0,31,21
0,0,1,13,1,1,0,0,0,26,20
0,0,0,14,0,1,0,0,0,32,25
1,13445.207,1,11,1,1,0,0,0,27,17
1,5258.4297,0,8,0,0,0,0,0,29,23
1,12605.537,1,12,0,0,0,0,0,33,19
1,1479.9174,0,12,0,1,0,0,0,35,23
1,6098.0991,0,12,1,1,0,0,0,32,19
0,0,0,14,1,0,0,0,0,31,18
0,0,0,12,1,0,0,0,0,34,20
0,0,0,13,0,0,0,0,0,35,28
1,1899.7521,0,12,1,1,0,0,0,32,29
1,12605.537,0,12,1,0,0,0,0,31,21
1,1689.8347,0,0,0,1,0,0,1,31,25
0,0,1,6,0,1,0,1,0,23,17
0,0,1,12,0,0,0,1,0,30,19
1,6727.8511,0,17,1,1,0,0,0,34,24
1,6224.0498,1,12,0,0,0,0,0,32,21
1,10506.363,0,12,1,0,0,0,0,26,21
1,29398.926,0,12,0,1,0,0,0,32,26
1,2949.3389,0,12,1,0,0,0,0,33,21
1,12605.537,1,12,1,1,0,0,0,27,21
1,14704.711,0,8,1,0,0,0,0,32,24
1,2739.4214,0,13,0,0,0,0,0,26,21
0,0,1,13,0,1,0,0,0,35,26
1,2109.6694,0,13,0,1,0,0,0,32,27
1,5048.5122,1,0,1,1,0,0,1,32,22
1,1878.7604,1,12,0,0,0,0,0,27,20
0,0,0,12,1,0,0,0,0,32,19
1,41574.133,1,12,1,1,0,0,0,34,20
0,0,0,16,1,1,0,0,0,31,25
1,10506.363,0,12,1,0,0,0,0,28,19
1,10506.363,0,13,0,1,0,0,0,35,20
1,3432.1487,0,10,1,1,0,0,0,32,24
0,0,0,12,0,1,0,0,0,33,20
0,0,0,12,0,0,0,0,0,26,22
0,0,1,9,1,0,0,0,0,32,18
0,0,0,12,0,1,0,0,0,32,21
0,0,0,14,1,1,0,0,0,29,23
1,21002.23,0,17,1,0,0,0,0,35,27
1,157.43802,0,16,0,0,0,0,0,29,24
1,9876.6113,1,12,0,1,0,0,0,30,18
0,0,1,14,0,1,0,0,0,27,20
1,1479.9174,0,14,1,1,0,0,0,34,21
1,6937.7686,0,5,1,1,0,0,0,30,24
1,1836.7769,0,13,1,0,0,0,0,24,16
0,0,0,10,1,0,0,0,0,24,18
0,0,1,12,0,1,0,0,0,35,18
1,3285.2065,1,10,0,1,0,0,0,30,18
1,17475.619,1,11,0,1,0,1,0,34,18
1,9540.7441,0,12,0,1,0,1,0,25,18
1,8554.1318,1,12,1,1,0,0,0,34,18
0,0,1,10,1,0,0,1,0,29,20
1,1060.0826,0,12,1,0,0,1,0,25,18
0,0,0,9,0,1,0,0,0,23,16
0,0,0,11,0,1,0,0,0,26,19
0,0,0,12,0,0,0,0,0,29,21
1,7357.6035,0,12,0,0,0,0,0,31,23
1,5678.2646,0,11,1,1,0,0,0,33,21
0,0,0,14,0,0,0,0,0,27,22
0,0,0,13,1,1,0,0,0,26,21
1,7756.4463,0,12,0,0,0,0,0,30,21
0,0,0,14,0,1,0,0,0,35,25
0,0,0,15,0,1,0,0,0,29,23
0,0,1,13,0,0,0,0,0,33,24
1,3159.2561,1,8,1,0,0,1,0,26,19
1,6308.0166,1,10,1,0,0,0,0,35,18
1,4649.6694,0,6,0,0,0,1,0,35,23
1,4838.5952,1,6,1,1,0,1,0,35,21
1,4670.6611,0,12,0,0,0,0,0,29,18
0,0,1,3,0,0,0,1,0,25,18
1,29021.074,1,9,1,0,0,0,0,30,17
1,10506.363,0,13,0,0,0,0,0,29,15
0,0,0,16,1,0,0,0,0,34,26
1,24150.992,1,12,0,0,0,0,0,35,20
0,0,1,5,1,1,0,1,0,23,17
0,0,1,12,1,0,0,0,0,27,22
0,0,0,12,0,1,0,0,0,30,22
1,23941.074,0,12,0,1,0,0,0,34,22
0,0,1,12,0,0,0,0,0,26,20
0,0,1,10,0,0,0,0,0,33,21
1,178.42975,1,12,1,1,0,0,0,32,21
0,0,0,10,1,1,0,0,0,28,18
1,4103.8843,0,4,0,1,0,1,0,24,17
1,6308.0166,0,10,0,1,0,0,1,24,17
1,13865.041,1,4,0,0,0,0,0,35,22
1,1479.9174,1,13,1,0,0,0,0,35,21
1,10506.363,1,0,1,0,0,0,0,35,22
1,4103.8843,0,12,0,1,0,0,0,31,21
1,6308.0166,0,12,1,0,0,0,0,32,27
1,7357.6035,1,10,0,1,0,0,1,31,17
1,6308.0166,0,10,1,1,0,0,0,23,16
0,0,0,11,0,0,0,0,0,25,19
1,7021.7354,1,9,1,0,0,1,0,30,23
0,0,0,12,1,0,0,0,0,23,20
1,6559.9175,1,9,1,1,0,0,0,32,17
1,43085.539,1,18,0,0,0,0,0,31,21
0,0,0,8,0,0,0,0,0,26,22
0,0,0,13,0,0,0,0,0,29,22
0,0,1,10,0,1,0,0,0,30,19
0,0,0,10,1,0,0,0,0,26,17
0,0,0,12,1,1,0,0,0,26,18
1,24780.744,0,14,0,1,0,0,0,28,21
1,6308.0166,0,19,1,0,0,0,0,31,26
0,0,1,11,0,0,0,1,0,24,19
1,12857.438,0,12,1,1,0,0,0,28,18
0,0,0,12,0,0,0,0,0,24,18
1,16803.885,0,11,0,1,0,0,0,33,17
1,7147.686,0,12,0,1,0,0,0,31,20
1,4208.8428,1,12,1,0,1,0,0,33,18
1,1060.0826,1,7,0,1,0,0,1,30,20
1,5048.5122,0,6,0,0,0,1,0,30,25
1,4208.8428,1,12,1,0,0,1,0,31,21
1,7609.5039,1,12,0,1,0,0,0,33,19
1,4334.7935,1,9,1,0,0,0,0,27,18
1,32547.686,1,17,0,0,0,0,0,32,24
1,3159.2561,0,9,1,0,0,0,0,26,18
1,2529.5042,1,17,0,0,0,0,0,31,19
1,4208.8428,1,4,0,1,0,0,0,25,16
1,1270,1,8,0,1,0,0,1,30,16
1,55848.512,1,12,1,1,0,0,0,33,19
1,4355.7852,1,5,1,1,0,1,0,32,23
1,1689.8347,0,10,0,0,0,0,0,23,20
0,0,1,12,0,1,0,0,0,31,19
1,178.42975,0,11,0,1,0,0,0,21,18
0,0,1,16,0,1,0,0,0,32,23
0,0,0,6,1,0,0,0,0,29,20
0,0,1,9,1,0,0,0,0,22,15
0,0,1,10,1,1,0,0,0,34,18
1,6308.0166,0,12,0,1,0,0,0,27,21
0,0,0,9,0,0,0,1,0,25,21
0,0,1,8,1,0,0,1,0,30,19
0,0,1,11,0,0,0,0,1,23,16
1,997.10742,0,14,1,0,0,0,0,33,22
0,0,1,12,0,0,0,0,0,28,24
0,0,1,12,0,1,0,0,0,27,20
0,0,1,12,0,1,0,0,0,27,20
1,29398.926,1,14,0,1,0,0,0,34,28
1,0,0,13,0,1,0,0,0,32,23
1,6308.0166,0,10,0,0,0,0,0,32,24
0,0,0,13,0,0,0,0,0,26,20
0,0,1,13,0,0,0,0,0,35,18
1,1563.8843,0,12,0,1,0,0,0,32,20
0,0,1,3,1,1,0,0,0,31,21
1,0,0,16,0,1,0,0,0,31,25
1,1395.9504,0,10,1,0,0,0,0,22,17
0,0,0,10,1,1,0,0,0,28,22
1,12301.157,1,17,0,1,0,0,0,34,29
0,0,1,10,0,0,0,0,0,28,16
0,0,0,11,0,1,0,0,0,29,19
1,6308.0166,1,12,1,1,0,0,0,26,17
1,10968.182,1,6,1,1,0,1,0,33,19
1,3893.967,0,12,0,0,0,0,0,35,17
1,8827.0244,0,10,1,0,0,0,0,29,16
1,9666.6943,0,12,1,0,0,1,0,28,18
1,9456.7773,0,12,1,1,0,1,0,27,18
0,0,1,11,0,0,0,1,0,29,23
1,1270,0,1,0,0,0,1,0,22,17
1,37795.621,1,8,0,1,0,0,0,31,18
0,0,0,2,0,0,0,1,0,32,20
1,6308.0166,0,12,1,0,0,0,0,28,22
0,0,0,17,1,0,0,0,0,31,27
0,0,1,10,0,1,0,0,1,33,20
1,17643.555,1,2,0,0,0,0,0,34,19
0,0,0,12,1,1,0,0,0,31,25
0,0,0,14,1,1,0,0,0,35,20
0,0,1,12,1,0,0,0,0,27,19
1,3369.1736,0,12,0,0,0,0,0,28,21
1,23101.404,0,12,1,1,0,0,0,35,29
1,2529.5042,0,12,1,1,0,0,0,31,18
1,3453.1404,0,12,1,0,0,0,0,25,18
0,0,1,11,0,0,0,0,0,34,18
1,4208.8428,1,6,0,0,0,1,0,29,22
0,0,1,12,1,0,0,0,0,31,20
0,0,1,13,0,1,0,0,0,28,21
0,0,0,12,0,1,0,0,0,24,17
1,3998.9255,0,12,0,0,0,0,0,29,18
1,1270,1,14,0,1,0,0,0,35,21
1,2529.5042,0,12,1,0,0,0,0,34,22
0,0,0,12,1,0,0,0,0,30,19
1,7357.6035,1,12,0,1,0,0,0,35,19
0,0,1,4,0,1,0,0,0,25,19
1,10506.363,0,12,1,1,0,0,0,27,23
0,0,0,13,1,0,0,0,0,26,21
1,1102.0662,0,12,1,1,0,0,0,23,19
1,3159.2561,1,12,0,0,0,0,0,31,21
0,0,0,13,1,1,0,0,0,28,20
0,0,0,12,1,1,0,0,0,26,17
1,4628.6777,0,12,1,1,0,1,0,25,20
0,0,0,11,1,0,0,0,0,25,17
1,11555.95,0,12,0,0,0,0,0,34,17
0,0,0,12,0,0,0,0,0,29,21
1,4418.7603,1,12,1,0,0,0,0,31,23
0,0,0,11,0,1,0,0,0,23,18
1,8827.0244,1,12,1,0,0,0,0,29,19
1,12605.537,1,6,1,0,0,0,0,27,18
0,0,0,12,0,0,0,0,0,29,20
1,9666.6943,1,12,1,0,0,0,0,31,16
0,0,1,11,1,0,0,0,0,26,17
1,12017.769,0,16,1,0,0,0,0,26,18
0,0,1,12,1,1,0,0,0,27,22
1,7987.3555,1,5,1,0,0,1,0,33,15
1,577.27271,1,12,1,0,0,0,0,35,18
1,9246.8594,1,16,0,1,0,0,0,32,20
0,0,0,12,1,0,0,0,0,30,22
1,13235.289,0,8,0,0,0,1,0,26,21
0,0,1,11,1,0,0,0,1,29,17
0,0,0,12,1,0,0,0,0,22,17
0,0,1,12,1,1,0,0,0,33,20
1,9456.7773,0,12,0,1,0,0,0,33,21
1,36032.313,1,17,0,0,0,0,0,32,20
0,0,0,18,1,1,0,0,0,30,22
1,29398.926,0,12,1,0,0,0,0,34,27
1,30868.348,0,16,0,1,0,0,0,31,22
1,4208.8428,1,12,1,1,0,0,0,27,19
1,745.2066,0,10,1,1,0,0,0,27,20
0,1270,1,15,0,1,0,0,0,30,23
1,7777.438,1,6,0,0,0,1,0,28,19
1,1458.9257,1,6,0,0,0,1,0,26,17
0,0,1,10,1,1,0,0,0,34,18
0,0,0,12,1,0,0,0,0,28,19
1,21002.23,0,14,1,1,0,0,0,30,26
0,0,0,12,0,1,0,0,1,29,19
1,13655.124,0,15,1,0,0,0,0,32,24
0,0,1,12,1,1,0,0,0,28,22
1,21464.049,1,15,0,0,0,0,0,32,21
